,webUrl,website,features,review_Tags,cuisines,meal_Types,dishes,address,description,email,name,menuWebUrl,numberOfReviews,priceLevel,priceRange,rankingString,rankingDenominator,rating,rawRanking,image,owner_image_url
17,https://www.tripadvisor.com/Restaurant_Review-g189400-d12658864-Reviews-Iliada-Athens_Attica.html,http://www.facebook.com/iliada.cafe,"Takeout, Seating, Serves Alcohol, Table Service, Wine and Beer, Free Wifi, Accepts Credit Cards, Dog Friendly, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","chicken souvlaki, ate here, great food, hostess, freddo, yum, cappuccino, portions, greece, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Greek, Cafe, International, Mediterranean, Vegan Options, Vegetarian Friendly, nan, nan, nan, nan, nan","Breakfast, Lunch, Dinner, Brunch, Drinks, nan","Gyros, Souvlaki, Salad, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Filellinon 22 Kydathinaion, Athens 10557 Greece",,iliada042016@gmail.com,Iliada,https://www.facebook.com/iliada.cafe/menu,83,$,$5 - $15,"#12 of 3,608 places to eat in Athens",2952.0,5.0,4.837385177612305,https://media-cdn.tripadvisor.com/media/photo-o/1c/25/cc/e7/caption.jpg,"nan, nan, nan"
18,https://www.tripadvisor.com/Restaurant_Review-g189400-d12357640-Reviews-Happy_Blender-Athens_Attica.html,https://www.facebook.com/happyblender/,"Seating, Takeout, Digital Payments, Free Wifi, Accepts Credit Cards, Family style, Non-smoking restaurants, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","brunch, acai bowl, breakfast burrito, avocado toast, yogurt, wraps, cakes, salad, ice cream, pizza, healthy food, vegan place, great vegan, flea market, vegan options, gluten free, fresh ingredients, visiting athens, smoothies, pitaya, latte, monastiraki, toppings, strawberry, george, homemade, heart, greece, tourist, acropolis","Cafe, Healthy, Street Food, International, Vegetarian Friendly, Vegan Options, Gluten Free Options, nan, nan, nan, nan","Lunch, Brunch, Breakfast, nan, nan, nan","Juice & Smoothies, Burrito, Burger, Salad, Breakfast Burrito, Acai Bowls, Toasts, Cakes, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Ifaistou 39, Athens 10555 Greece","Happy Blender is a vegan restaurant/juice bar located at Monastiraki flea Market in the center of Athens, Greece 
Enjoy your breakfast, brunch, lunch and dinner with our fresh and homemade open toasts, vegan eggs, buddha bowls,salads, burgers, plant based pizzas,Açai bowls, superfood smoothies,juices, raw sweet treats, ice cream",happyblenderathens@gmail.com,Happy Blender,https://happyblender.gr/menu/,713,$,$2 - $10,"#11 of 3,608 places to eat in Athens",2952.0,5.0,4.838204383850098,https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/c5/22/45/caption.jpg,"nan, nan, nan"
19,https://www.tripadvisor.com/Restaurant_Review-g189400-d25081654-Reviews-Mayan_Restaurant-Athens_Attica.html,https://www.facebook.com/mayan.restaurants,"Takeout, Reservations, Outdoor Seating, Seating, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service, Wine and Beer, Dog Friendly, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","ceviche, sushi, peruvian cuisine, food and wine, warm atmosphere, food was amazing, centre, dish, nikkei, ingredients, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Peruvian, Chilean, Ecuadorean, Japanese, Asian, nan, nan, nan, nan, nan, nan","Dinner, Drinks, nan, nan, nan, nan","Ceviche, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Panepistimiou 39, Athens 10564 Greece",,mayanbyaliento@hotmail.com,Mayan Restaurant,https://www.google.gr/search?client=safari&sa=X&sca_esv=583346695&bih=715&biw=414&hl=el&sxsrf=AM9HkKnEqFHYJqGofRU5wHSfaXx8kUHuiA%253A1700230655716&q=Mayan%2520by%2520Aliento%2520Experience&ludocid=13709549851591442361&lsig=AB86z5X4UExnmw9c5_loxyfk2d1M&kgs=2db7d959c8cc7157&shndl=-1&source=sh%252Fx%252Floc%252Fact%252Fm1%252Fcan%252F3,191,$$ - $$$,$25 - $40,"#10 of 3,608 places to eat in Athens",2952.0,5.0,4.846585273742676,https://media-cdn.tripadvisor.com/media/photo-m/1280/29/06/96/ae/our-fine-products.jpg,"nan, nan, nan"
20,https://www.tripadvisor.com/Restaurant_Review-g189400-d695972-Reviews-Tudor_Hall-Athens_Attica.html,http://www.tudorhall.gr/,"Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","grouper, lamb, sea bass, salad, king george hotel, parliament building, stunning view of the acropolis, fine dining, fish of the day, last night, dining experience, great dinner, greek, greece, rooftop, sommelier, waitstaff, lemon, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Mediterranean, European, Greek, Vegetarian Friendly, Vegan Options, Gluten Free Options, nan, nan, nan, nan, nan","Breakfast, Dinner, Late Night, nan, nan, nan","Pasta, Shrimp, Salad, Risotto, Eggplant, Beef Cheeks, Scallops, Beef, Lamb, Pesto, Fish, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","3 Vasileos Georgiou A 7th floor of King George, A Luxury Collection Hotel, Athens 105 64 Greece","On the 7th Floor of King George, the Tudor Hall Restaurant offers the finest and most elegant Contemporary Cuisine.  

The décor prevailing at Tudor Hall mirrors the decoration of the King George - an environment of elegance and comfort. The outdoor area offers a breathtaking view of Athens, the ancient city so rich in history it echoes through the modern day identity. Spectate the fabled Acropolis and regal Syntagma Square with views that capture the essence of the ancients in the historic city center.  

At Tudor Hall, dishes of Contemporary Cuisine are enhanced by the exquisite accompaniment of the finest Greek & International wines.",grandebretagne.restaurants@luxurycollection.com,Tudor Hall,https://www.tudorhall.gr/menus,461,$$$$,$30 - $55,"#137 of 3,608 places to eat in Athens",2952.0,4.5,4.46466875076294,https://media-cdn.tripadvisor.com/media/photo-o/0c/f7/14/65/tudor-hall-restaurant.jpg,"nan, nan, nan"
21,https://www.tripadvisor.com/Restaurant_Review-g189400-d14411966-Reviews-Caravin_Wine_Wanderlust-Athens_Attica.html,https://www.caravin.gr/,"Takeout, Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Street Parking, Wine and Beer, Accepts Mastercard, Accepts Visa, Gift Cards Available, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","steak, tapas, spinach pie, octopus, greek salad, bread, gyros, wine bar, great wine, huge wine selection, different wines, international wines, wine recommendations, historic center, interesting wine list, delicious food, excellent atmosphere, friendly environment, cozy place, service was impeccable, visit athens, red wine, great restaurant, leoni, thiseio, greece, acropolis, pairing, hostess, desert","Diner, Wine Bar, Mediterranean, Dining bars, Vegetarian Friendly, Gluten Free Options, nan, nan, nan, nan, nan","Dinner, Drinks, nan, nan, nan, nan","Pasta, Gyros, Moussaka, Shrimp, Tapas, Salad, Eggplant, Octopus, Pesto, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Akamantos 11, Athens 11851 Greece","The Wine Caravan.

Two women with passion for wine, travel and adventure, meet and their vision takes shape.
We are Leoni and Anna, two women with passion for wine, travel and adventure. Through our page we would like to project our vision and our love for unpretentiously nice food of our place and our aesthetics for life. We enjoy traveling as well as discovering new destinations, cultures of indigenous tribes and their culinary habits. When we’re not running around and finding some free time, then all roads lead to a trip.

Our message is:

“Get off your feet away from the chair, the couch, the desk. Leave the cell phone, tablet, computer and go outside. See the colors of nature. Breathe fresh air. Lead an amazing life! Make this passage through life, the most exciting adventure.”

This is the journey for us. This is Caravin. This is life.",caravin.winebar@gmail.com,Caravin Wine & Wanderlust,https://acrobat.adobe.com/id/urn:aaid:sc:EU:fa40df69-17e0-42ec-a647-a5d8dcc6a4ed,596,$$ - $$$,$19 - $35,"#9 of 3,608 places to eat in Athens",2952.0,5.0,4.853504657745361,https://media-cdn.tripadvisor.com/media/photo-m/1280/19/a2/ec/25/caravin-wine-bar.jpg,"nan, nan, nan"
23,https://www.tripadvisor.com/Restaurant_Review-g189400-d12706875-Reviews-Victory_Cafe-Athens_Attica.html,https://www.facebook.com/Victory-Cafe-403313563339953/,"Takeout, Seating, Wheelchair Accessible, Serves Alcohol, Free Wifi, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","moussaka, crepes, cake, greek salad, baklava, ice cream, free shot, delicious food, big portions, great hospitality, place to eat, visiting athens, mina, greece, hostess, ouzo, acropolis, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Cafe, European, Healthy, Vegetarian Friendly, Vegan Options, Gluten Free Options, nan, nan, nan, nan, nan","Breakfast, Lunch, Dinner, Brunch, Drinks, nan","Falafel, Gyros, Moussaka, Omelette, Souvlaki, Salad, Crepes, Meatballs, Hummus, Toasts, Pork, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Fillelinon 22, Athens 10557 Greece",Welcome To Our Restaurant.We do Everything To Be Happy And Have A Good Time To Our Restayrant!your Happiness Is Our Happiness!,vaakmart20@gmail.com,Victory Cafe,,1487,$,$7 - $8,"#6 of 3,608 places to eat in Athens",2952.0,5.0,4.873906135559082,https://media-cdn.tripadvisor.com/media/photo-o/10/3b/f4/26/greek-yoghurt-with-honey.jpg,"nan, nan, nan"
24,https://www.tripadvisor.com/Restaurant_Review-g189400-d3820482-Reviews-Abibayio-Athens_Attica.html,http://abibayio.gr,"Takeout, Reservations, Outdoor Seating, Seating, Street Parking, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Wheelchair Accessible, Accepts Credit Cards, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","pulled lamb, moussaka, croquettes, greek salad, seafood, baklava, ice cream, pie, sea bass, eggplant, potatoes, pork, bread, excellent food, quiet street, side street, modern twist, would highly recommend this restaurant, great meal, wonderful restaurant, kind staff, our waiter, nice environment, large portions, friendly service, visiting athens, thissio, acropolis, dishes, greece","Mediterranean, Greek, Fusion, Gluten Free Options, nan, nan, nan, nan, nan, nan, nan","Lunch, Dinner, nan, nan, nan, nan","Pasta, Moussaka, Shrimp, Souvlaki, Salad, Tacos, Calamari, Mussels, Croquettes, Eggplant, Octopus, Beef, Apple pie, Lamb, Ragu, Pesto, Fish, Pork, nan, nan, nan, nan, nan, nan","3 Iraklidon St. Thiseio, Athens 118 51 Greece","Φιλόξενο, οικογενειακό και με την αίσθηση «καφενείου της παλιάς Αθήνας» το Αμπιμπάγιο στεγάζεται σε ένα νεοκλασικό κτίριο στον πεζόδρομο της Ηρακλειδών στο ιστορικό Θησείο και κάτω από την σκέπη της Ακρόπολης. Με μενού που προσφέρει δημιουργική μεσογειακή κουζίνα με αφορμή την Ελληνική γη και θάλασσα, χρησιμοποιώντας ειδικά επιλεγμένα αγνά προϊόντα και πρώτες ύλες απ’ όλη την Ελλάδα.",reserve@abibayio.gr,Abibayio,http://abibayio.gr#menuModal1,646,$$ - $$$,$10 - $35,"#7 of 3,608 places to eat in Athens",2952.0,4.5,4.872834205627441,https://media-cdn.tripadvisor.com/media/photo-o/0b/64/29/ef/caption.jpg,"nan, nan, nan"
25,https://www.tripadvisor.com/Restaurant_Review-g189400-d26322035-Reviews-Stone-Athens_Attica.html,,"Reservations, Seating, Serves Alcohol, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Greek, Healthy, nan, nan, nan, nan, nan, nan, nan, nan, nan","Breakfast, Lunch, Dinner, nan, nan, nan","Pasta, Moussaka, Salad, Lamb, Pesto, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Adrianou 31, Athens 10555 Greece",,,Stone,,156,$$ - $$$,,"#5 of 3,608 places to eat in Athens",2952.0,5.0,4.874593734741211,https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/d7/66/20/caption.jpg,"nan, nan, nan"
26,https://www.tripadvisor.com/Restaurant_Review-g189400-d798636-Reviews-Noodle_Bar_Syntagma-Athens_Attica.html,http://www.noodlebar.gr,"Wheelchair Accessible, Delivery, Takeout, Outdoor Seating, Seating, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","noodles, sushi, chicken, bao, laksa, soup, fries, asian cuisine, coconut milk, hit the spot, quick service, nice food, craving, syntagma, delivery, bun, greece, heart, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Chinese, Japanese, Asian, Fusion, Vegetarian Friendly, Vegan Options, Gluten Free Options, nan, nan, nan, nan","Lunch, Dinner, Late Night, nan, nan, nan","Noodle, Pasta, California Roll, Pad Thai, Ribs, Shrimp, Souvlaki, Ramen, Salad, Wings, Chili, Laksa, Curry, Salmon, Beef, Duck, Pesto, Fried rice, Pork, nan, nan, nan, nan, nan","Apollonos 11 Syntagma, Athens 10557 Greece","Noodle Bar restaurants are open from early till late 7 days a week, focusing on South-East Asian cuisine. At Noodle Bar we have a love affair and addiction to the flavours of the tiny hidden lane ways of Tokyo to the hot and steamy streets of Bangkok. We believe that everyone, should be able to enjoy amazing and exciting food made from the freshest ingredients at reasonable prices and the experience should make you smile.",admin@noodlebar.gr,Noodle Bar Syntagma,https://www.noodlebar.gr/menu/en/menu-2/,1214,$,$4 - $14,"#45 of 3,608 places to eat in Athens",2952.0,4.5,4.710538387298584,https://media-cdn.tripadvisor.com/media/photo-m/1280/23/5f/59/c3/our-vegeterian-menu-will.jpg,"https://media-cdn.tripadvisor.com/media/photo-s/23/5f/56/c7/our-funky-space.jpg, https://media-cdn.tripadvisor.com/media/photo-s/23/5f/66/03/pure-asian-flavors.jpg, https://media-cdn.tripadvisor.com/media/photo-s/23/5f/59/c3/our-vegeterian-menu-will.jpg"
27,https://www.tripadvisor.com/Restaurant_Review-g189400-d20867445-Reviews-Picky_Coffee_Brunch-Athens_Attica.html,https://thepicky.gr/,"Delivery, Takeout, Reservations, Outdoor Seating, Seating, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service, Street Parking, Wine and Beer, Accepts Mastercard, Accepts Visa, Dog Friendly, Family style, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","pancakes, salmon bagel, specialty coffee, smashed avocado, gnocchi, club sandwich, croque madame, yogurt, wraps, bread, salad, great coffee, sweet and salty, great place for breakfast, cute cafe, cold brew, vegan options, kind service, service was great, fresh food, food was amazing, nice atmosphere, koulouri, brewed, psyrri, latte, strawberry, bowl, smoothies, neighborhood","Mediterranean, Greek, Cafe, European, Healthy, Vegetarian Friendly, Vegan Options, Gluten Free Options, nan, nan, nan","Breakfast, Lunch, Brunch, Drinks, nan, nan","Juice & Smoothies, Sandwiches, Omelette, Salad, Pancakes, Eggs Benedict, Club Sandwich, Salmon, Toasts, Cakes, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Christokopidou 14, Athens 10554 Greece","Picky is a Healthy Breakfast, Brunch and Specialty coffee place located in the heart of Athens in the vibrant neighborhood of Monastiraki under historical Acropolis!",info@thepicky.gr,Picky Coffee & Brunch,https://bit.ly/3Ypoftk,436,$,$2 - $20,"#28 of 3,608 places to eat in Athens",2952.0,5.0,4.769350528717041,https://media-cdn.tripadvisor.com/media/photo-m/1280/23/7f/85/f5/picky-coffee-brunch.jpg,"nan, nan, nan"
28,https://www.tripadvisor.com/Restaurant_Review-g189400-d17837015-Reviews-Thes_Greek_Creative_Cuisine-Athens_Attica.html,http://www.facebook.com/pages/category/Restaurant/Thes-Greek-Creative-Cuisine-500031344067695/,"Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Wine and Beer, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","tuna tartare, pistachio ice cream, ratatouille, pulled lamb, donuts, tzatziki, sea bream, pork, halwa, pasta, potatoes, amazing food, modern twist, great restaurant, dishes, jar, fig, presentation, psiri, mains, greece, panos, texture, personnel, neighborhood, tourist, nan, nan, nan, nan","Greek, Healthy, Grill, Vegetarian Friendly, Vegan Options, Gluten Free Options, nan, nan, nan, nan, nan","Dinner, Drinks, nan, nan, nan, nan","Pasta, Donuts, Moussaka, Souvlaki, Salad, Calamari, Tuna, Bass, Beef, Lamb, Pesto, Fish, Pork, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Taki 16 Psirri Psirri, Athens 105 54 Greece","Thes ''Greek Creative Cuisine'' opened it's doors on July of 2019. This was the start for our gastronomic trip. Our mission was and still is to open our ""big house"", a warm restaurant that serves Greek Creative Cuisine with the best hospitality. Our friendly team, their big smiles and passion is what makes Thes ''Greek Creative Cuisine'' unique. Our signature dishes are some traditional Greek recipes ""remade"" with a fresh touch. And our small secret? No one leaves the restaurant without a small treat! Some traditional ice cream or a glass of ""mastic"" is the perfect goodbye for us (always combined with a big smile)! Book your table with us :)",thespsirri@gmail.com,"Thes ""Greek Creative Cuisine""",http://thes.katalogos.menu/,1571,$$ - $$$,$9 - $23,"#4 of 3,608 places to eat in Athens",2952.0,5.0,4.877485275268555,https://media-cdn.tripadvisor.com/media/photo-m/1280/18/b4/12/18/thes.jpg,"https://media-cdn.tripadvisor.com/media/photo-s/1d/48/76/14/photogenic-greek-mussaka.jpg, https://media-cdn.tripadvisor.com/media/photo-s/1d/48/76/1b/cucumber-gel.jpg, https://media-cdn.tripadvisor.com/media/photo-s/26/98/a0/e0/thes-greek-creative-cuisine.jpg"
29,https://www.tripadvisor.com/Restaurant_Review-g189400-d25454760-Reviews-Usurum_Gastro_Bar-Athens_Attica.html,https://www.facebook.com/usurumgastrobarpsiri/,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Dog Friendly, Family style, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","brunch, spinach omelette, club sandwich, amazing cocktails, cozy place, signature cocktails, athens city center, amazing atmosphere, delicious food, heart, yard, bowl, presentation, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Mediterranean, Dining bars, Cafe, Diner, Vegan Options, nan, nan, nan, nan, nan, nan","Breakfast, Lunch, Brunch, Drinks, nan, nan","Omelette, Pancakes, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Lepeniotou 19, Athens 10554 Greece","Usurum Brunch and Cocktails is an amazing place in the heart of Athens! You can start your day with amazing Brunch, healthy juices and amazing coffee and unique brunch house cocktails and the amazing garden of Usurum Gastrobar!",usurumpsiri@gmail.com,Usurum Gastro Bar,,177,$$ - $$$,$5 - $55,"#3 of 3,608 places to eat in Athens",2952.0,5.0,4.87990140914917,https://media-cdn.tripadvisor.com/media/photo-o/28/de/4e/63/logp-usurum.jpg,"nan, nan, nan"
30,https://www.tripadvisor.com/Restaurant_Review-g189400-d10051261-Reviews-Enjoy_Just_Falafel-Athens_Attica.html,,"Takeout, Outdoor Seating, Wheelchair Accessible, Free Wifi, Accepts Credit Cards, Digital Payments, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","falafel, sandwich, spicy sauce, george, mint, cuisine, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Lebanese, Fast Food, Mediterranean, Healthy, Middle Eastern, Street Food, Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options, nan","Lunch, Dinner, Brunch, nan, nan, nan","Falafel, Salad, Hummus, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Aristotelous 98 Victoria Square, Athens 104 34 Greece","Vegetarian and Vegan steet food in Athens. Tasty and traditional food from Lebanon! Fresh juices , coffee and more... Come to enjoy it!",,Enjoy Just Falafel,,209,$,$1 - $10,"#25 of 3,608 places to eat in Athens",2952.0,5.0,4.779527187347412,https://media-cdn.tripadvisor.com/media/photo-m/1280/21/0e/0e/43/caption.jpg,"nan, nan, nan"
31,https://www.tripadvisor.com/Restaurant_Review-g189400-d19431942-Reviews-Romatella_Pizza_al_Taglio-Athens_Attica.html,https://www.facebook.com/pages/category/Pizza-Place/Romatella-Pizza-al-taglio-110245886971086/,"Takeout, Seating, Serves Alcohol, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","pizza, guanciale, prosciutto, salmon, potatoes, salad, acropolis museum, fresh ingredients, red wine, service was excellent, crust, slice, greece, sidewalk, vegetarian, toppings, beer, euros, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Italian, Pizza, Vegetarian Friendly, Vegan Options, nan, nan, nan, nan, nan, nan, nan","Lunch, Dinner, nan, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Falirou 4, Athens 11742 Greece","The most tasty, crispy, digestible, and surprising Pizza al Taglio you will ever eat in Athens in a very warm and cosy atmosphere.",,Romatella - Pizza al Taglio,,135,$,$3 - $10,"#29 of 3,608 places to eat in Athens",2952.0,5.0,4.768240451812744,https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/04/9a/59/getlstd-property-photo.jpg,"nan, nan, nan"
33,https://www.tripadvisor.com/Restaurant_Review-g189400-d10445516-Reviews-Bandiera-Athens_Attica.html,https://www.facebook.com/Bandiera-1731050887177386/?ref=nf,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Wine and Beer, Non-smoking restaurants, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","moussaka, sea bass, pork, grilled squid, greek salad, potatoes, bread, ice cream, free dessert, clay pot, delicious food, great dinner, nice restaurant, house wine, recommend this restaurant, anastasia, tomahawk, psiri, greece, litre, desert, neighborhood, ouzo, euros, heart, tourist, nan, nan, nan, nan","Mediterranean, European, Greek, Healthy, Vegetarian Friendly, Vegan Options, Gluten Free Options, nan, nan, nan, nan","Lunch, Dinner, nan, nan, nan, nan","Pasta, Halloumi, Burger, Moussaka, Souvlaki, Salad, Eggplant, Salmon, Octopus, Bass, Beef, Lamb, Pesto, Fish, Pork, nan, nan, nan, nan, nan, nan, nan, nan, nan","Taki 19 Psirri, Athens 10554 Greece","Traditional greek meze tavern in the center of Athens near to Monastiraki metro station. Low prices, cool atmosphere and nice music from all over the world.",spanos@europe.com,Bandiera,,1610,$,$5 - $15,"#24 of 3,608 places to eat in Athens",2952.0,5.0,4.7819414138793945,https://media-cdn.tripadvisor.com/media/photo-o/0b/c0/de/b4/bandiera.jpg,"nan, nan, nan"
34,https://www.tripadvisor.com/Restaurant_Review-g189400-d15100077-Reviews-Artensis_Restaurant-Athens_Attica.html,http://www.athenstiarehotel.com,"Reservations, Seating, Serves Alcohol, Accepts Credit Cards, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","pizza, vegetarian moussaka, sea bass, salad, omonia square, kind staff, close to our hotel, great place to eat, great dinner, nice service, great restaurant, delicious food, tiare, xanthi, desert, waiter, euros, greece, greek, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","International, Mediterranean, Greek, Vegetarian Friendly, Vegan Options, Gluten Free Options, nan, nan, nan, nan, nan","Breakfast, Lunch, Dinner, nan, nan, nan","Moussaka, Salad, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Peiraios 2, Athens 10431 Greece","Athens Tiare main restaurant, presents a comfortable, convivial and inviting ambiance, offering a chic, modern dining area, with a fantastic view over Concord Square. Athens Tiare hotel offers a selection of the city’s most tantalizing appetizers, entrees, sides and desserts, accompanied by unique signature cocktails. It is open daily from 6.30 a.m. to 23:00 p.m. (last order) 06:30 – 10:30 break",info@athenstiarehotel.com,Artensis Restaurant,https://www.athenstiarehotel.com/menu-food/,108,$$ - $$$,$8 - $20,"#23 of 3,608 places to eat in Athens",2952.0,5.0,4.783627033233643,https://media-cdn.tripadvisor.com/media/photo-m/1280/25/a8/7c/d3/artensis-all-day-cafe.jpg,"nan, nan, nan"
35,https://www.tripadvisor.com/Restaurant_Review-g189400-d21186400-Reviews-Theta_Athens-Athens_Attica.html,http://theta-athens.gr/,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Takeout, Wine and Beer, Dog Friendly, Family style, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","lamb, zucchini balls, mussels, greek salad, acropolis view, excellent food, misting fans, tasted great, an amazing view, mikel, ingredients, cheese, greece, waiters, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Mediterranean, Greek, Bar, European, Healthy, Vegetarian Friendly, Vegan Options, nan, nan, nan, nan","Breakfast, Lunch, Dinner, Brunch, Drinks, nan","Moussaka, Salad, Lamb, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Adrianoy 11, Athens 10555 Greece","Theta is a new all day coffee & cocktail bar, placed in the most visited street of Athens Μonastiraki. With outstanding view of the glorious Acropolis, you can enjoy the most exquisite coffee of the town as well as taste our well made particular signature cocktails and dishes.",info@theta-athens.gr,Theta Athens,,204,$$ - $$$,$15 - $25,"#61 of 3,608 places to eat in Athens",2952.0,4.5,4.659481525421143,https://media-cdn.tripadvisor.com/media/photo-m/1280/1b/bd/2a/66/outside.jpg,"nan, nan, nan"
